model,accuracy,time
Ada_Boost_Classifier,81.49,1433
Ada_Boost_Classifier,74.27,1434
Ada_Boost_Classifier,74.27,1435
Ada_Boost_Classifier,81.49,1436
Ada_Boost_Classifier,74.27,1437
Ada_Boost_Classifier,74.27,1438
Ada_Boost_Classifier,91.49,1439
Ada_Boost_Classifier,94.25,1440
Ada_Boost_Classifier,84.48,1441
Ada_Boost_Classifier,81.49,1442
Ada_Boost_Classifier,77.9,1443
Ada_Boost_Classifier,84.48,1444
Ada_Boost_Classifier,77.9,1445
Ada_Boost_Classifier,93.0,1446
Ada_Boost_Classifier,81.49,1447
Ada_Boost_Classifier,81.5,1448
Ada_Boost_Classifier,91.49,1449
Ada_Boost_Classifier,95.3,1450
Ada_Boost_Classifier,81.49,1451
Ada_Boost_Classifier,95.3,1452
Ada_Boost_Classifier,74.27,1453
Ada_Boost_Classifier,91.49,1454
Ada_Boost_Classifier,74.27,1455
Ada_Boost_Classifier,97.12,1456
Ada_Boost_Classifier,91.49,1457
Ada_Boost_Classifier,84.48,1458
Ada_Boost_Classifier,91.49,1459
Ada_Boost_Classifier,81.49,1460
Ada_Boost_Classifier,78.11,1461
Ada_Boost_Classifier,84.48,1462
Ada_Boost_Classifier,84.48,1463
Ada_Boost_Classifier,93.0,1464
Ada_Boost_Classifier,91.49,1465
Ada_Boost_Classifier,81.49,1466
Ada_Boost_Classifier,81.49,1467
Ada_Boost_Classifier,91.49,1468
Ada_Boost_Classifier,91.49,1469
Ada_Boost_Classifier,77.9,1470
Ada_Boost_Classifier,84.48,1471
Ada_Boost_Classifier,84.48,1472
Ada_Boost_Classifier,81.49,1473
Ada_Boost_Classifier,81.49,1474
Ada_Boost_Classifier,93.0,1475
Ada_Boost_Classifier,94.25,1476
Ada_Boost_Classifier,84.48,1477
Ada_Boost_Classifier,91.49,1478
Ada_Boost_Classifier,93.0,1479
Ada_Boost_Classifier,74.27,1480
Ada_Boost_Classifier,78.11,1481
Ada_Boost_Classifier,93.0,1482
Ada_Boost_Classifier,84.48,1483
Ada_Boost_Classifier,91.49,1484
Ada_Boost_Classifier,84.48,1485
Ada_Boost_Classifier,94.25,1486
Ada_Boost_Classifier,78.11,1487
Ada_Boost_Classifier,81.49,1488
Ada_Boost_Classifier,93.0,1489
Ada_Boost_Classifier,95.3,1490
Ada_Boost_Classifier,84.48,1491
Ada_Boost_Classifier,81.49,1492
Ada_Boost_Classifier,84.48,1493
Ada_Boost_Classifier,81.49,1494
Ada_Boost_Classifier,93.0,1495
Ada_Boost_Classifier,81.49,1496
Ada_Boost_Classifier,91.49,1497
Ada_Boost_Classifier,84.48,1498
Ada_Boost_Classifier,81.49,1499
Ada_Boost_Classifier,81.49,1500
Ada_Boost_Classifier,74.27,1501
Ada_Boost_Classifier,78.11,1502
Ada_Boost_Classifier,81.49,1503
Ada_Boost_Classifier,81.49,1504
Ada_Boost_Classifier,84.48,1505
Ada_Boost_Classifier,93.0,1506
Ada_Boost_Classifier,84.48,1507
Ada_Boost_Classifier,78.11,1508
Ada_Boost_Classifier,84.48,1509
Ada_Boost_Classifier,95.3,1510
Ada_Boost_Classifier,74.27,1511
Ada_Boost_Classifier,94.25,1512
Ada_Boost_Classifier,94.25,1513
Ada_Boost_Classifier,84.48,1514
Ada_Boost_Classifier,84.48,1515
Ada_Boost_Classifier,84.48,1516
Ada_Boost_Classifier,95.3,1517
Ada_Boost_Classifier,84.48,1518
Ada_Boost_Classifier,81.49,1519
Ada_Boost_Classifier,74.27,1520
Ada_Boost_Classifier,81.49,1521
Ada_Boost_Classifier,81.5,1522
Ada_Boost_Classifier,84.48,1523
Ada_Boost_Classifier,81.49,1524
Ada_Boost_Classifier,93.0,1525
Ada_Boost_Classifier,84.48,1526
Ada_Boost_Classifier,81.49,1527
Ada_Boost_Classifier,81.49,1528
Ada_Boost_Classifier,93.0,1529
Ada_Boost_Classifier,84.48,1530
Ada_Boost_Classifier,74.27,1531
Ada_Boost_Classifier,81.49,1532
Ada_Boost_Classifier,91.49,1533
Ada_Boost_Classifier,84.48,1534
Ada_Boost_Classifier,74.27,1535
Ada_Boost_Classifier,93.0,1536
Ada_Boost_Classifier,74.27,1537
Ada_Boost_Classifier,93.0,1538
Ada_Boost_Classifier,78.11,1539
Ada_Boost_Classifier,81.49,1540
Ada_Boost_Classifier,81.49,1541
Ada_Boost_Classifier,93.0,1542
Ada_Boost_Classifier,81.49,1543
Ada_Boost_Classifier,84.48,1544
Ada_Boost_Classifier,84.48,1545
Ada_Boost_Classifier,91.49,1546
Ada_Boost_Classifier,84.48,1547
Ada_Boost_Classifier,81.49,1548
Ada_Boost_Classifier,84.48,1549
Ada_Boost_Classifier,74.27,1550
Ada_Boost_Classifier,81.49,1551
Ada_Boost_Classifier,95.3,1552
Ada_Boost_Classifier,81.5,1553
Ada_Boost_Classifier,74.27,1554
Ada_Boost_Classifier,81.49,1555
Ada_Boost_Classifier,93.0,1556
Ada_Boost_Classifier,74.27,1557
Ada_Boost_Classifier,74.27,1558
Ada_Boost_Classifier,81.49,1559
Ada_Boost_Classifier,74.27,1560
Ada_Boost_Classifier,81.49,1561
Ada_Boost_Classifier,95.3,1562
Ada_Boost_Classifier,84.48,1563
Ada_Boost_Classifier,81.49,1564
Ada_Boost_Classifier,95.3,1565
Ada_Boost_Classifier,81.49,1566
Ada_Boost_Classifier,84.48,1567
Ada_Boost_Classifier,74.27,1568
Ada_Boost_Classifier,84.48,1569
Ada_Boost_Classifier,81.49,1570
Ada_Boost_Classifier,78.11,1571
Ada_Boost_Classifier,81.49,1572
Ada_Boost_Classifier,81.5,1573
Ada_Boost_Classifier,95.3,1574
Ada_Boost_Classifier,81.49,1575
Ada_Boost_Classifier,93.0,1576
Ada_Boost_Classifier,91.49,1577
Ada_Boost_Classifier,93.0,1578
Ada_Boost_Classifier,74.27,1579
Ada_Boost_Classifier,81.5,1580
Ada_Boost_Classifier,91.49,1581
Ada_Boost_Classifier,81.49,1582
Ada_Boost_Classifier,84.48,1583
Ada_Boost_Classifier,81.49,1584
Ada_Boost_Classifier,95.3,1585
Ada_Boost_Classifier,81.49,1586
Ada_Boost_Classifier,93.0,1587
Ada_Boost_Classifier,74.27,1588
Ada_Boost_Classifier,74.27,1589
Ada_Boost_Classifier,74.27,1590
Ada_Boost_Classifier,84.48,1591
Ada_Boost_Classifier,84.48,1592
Ada_Boost_Classifier,81.49,1593
Ada_Boost_Classifier,91.49,1594
Ada_Boost_Classifier,81.49,1595
Ada_Boost_Classifier,91.49,1596
Ada_Boost_Classifier,95.3,1597
Ada_Boost_Classifier,84.48,1598
Ada_Boost_Classifier,84.48,1599
Ada_Boost_Classifier,93.0,1600
Ada_Boost_Classifier,95.3,1601
Ada_Boost_Classifier,84.48,1602
Ada_Boost_Classifier,91.49,1603
Ada_Boost_Classifier,81.49,1604
Ada_Boost_Classifier,81.49,1605
Ada_Boost_Classifier,84.48,1606
Ada_Boost_Classifier,81.49,1607
Ada_Boost_Classifier,81.5,1608
Ada_Boost_Classifier,81.49,1609
Ada_Boost_Classifier,81.49,1610
Ada_Boost_Classifier,77.9,1611
Ada_Boost_Classifier,95.3,1612
Ada_Boost_Classifier,81.49,1613
Ada_Boost_Classifier,93.0,1614
Ada_Boost_Classifier,93.0,1615
Ada_Boost_Classifier,93.0,1616
Ada_Boost_Classifier,81.49,1617
Ada_Boost_Classifier,93.0,1618
Ada_Boost_Classifier,95.3,1619
Ada_Boost_Classifier,81.49,1620
Ada_Boost_Classifier,84.48,1621
Ada_Boost_Classifier,84.48,1622
Ada_Boost_Classifier,84.48,1623
Ada_Boost_Classifier,93.0,1624
Ada_Boost_Classifier,81.49,1625
Ada_Boost_Classifier,78.11,1626
Ada_Boost_Classifier,84.48,1627
Ada_Boost_Classifier,81.49,1628
Ada_Boost_Classifier,93.0,1629
Ada_Boost_Classifier,81.49,1630
Ada_Boost_Classifier,93.0,1631
Ada_Boost_Classifier,81.49,1632
Ada_Boost_Classifier,81.49,1633
Ada_Boost_Classifier,84.48,1634
Ada_Boost_Classifier,93.0,1635
Ada_Boost_Classifier,93.0,1636
Ada_Boost_Classifier,81.49,1637
Ada_Boost_Classifier,91.49,1638
Ada_Boost_Classifier,84.48,1639
Ada_Boost_Classifier,84.48,1640
Ada_Boost_Classifier,81.49,1641
Ada_Boost_Classifier,84.48,1642
Ada_Boost_Classifier,74.27,1643
Ada_Boost_Classifier,74.27,1644
Ada_Boost_Classifier,93.0,1645
Ada_Boost_Classifier,81.49,1646
Ada_Boost_Classifier,93.0,1647
Ada_Boost_Classifier,95.3,1648
Ada_Boost_Classifier,81.49,1649
Ada_Boost_Classifier,84.48,1650
Ada_Boost_Classifier,74.27,1651
Ada_Boost_Classifier,93.0,1652
Ada_Boost_Classifier,95.3,1653
Ada_Boost_Classifier,84.48,1654
Ada_Boost_Classifier,81.49,1655
Ada_Boost_Classifier,74.27,1656
Ada_Boost_Classifier,81.49,1657
Ada_Boost_Classifier,74.27,1658
Ada_Boost_Classifier,95.3,1659
Ada_Boost_Classifier,81.49,1660
Ada_Boost_Classifier,81.49,1661
Ada_Boost_Classifier,81.49,1662
Ada_Boost_Classifier,74.27,1663
Ada_Boost_Classifier,95.3,1664
Ada_Boost_Classifier,93.0,1665
Ada_Boost_Classifier,81.49,1666
Ada_Boost_Classifier,96.2,1667
Ada_Boost_Classifier,94.25,1668
Ada_Boost_Classifier,81.49,1669
Ada_Boost_Classifier,84.48,1670
Ada_Boost_Classifier,74.27,1671
Ada_Boost_Classifier,74.27,1672
Ada_Boost_Classifier,74.27,1673
Ada_Boost_Classifier,91.49,1674
Ada_Boost_Classifier,93.0,1675
Ada_Boost_Classifier,74.27,1676
Ada_Boost_Classifier,84.48,1677
Ada_Boost_Classifier,74.27,1678
Ada_Boost_Classifier,84.48,1679
Ada_Boost_Classifier,78.11,1680
Ada_Boost_Classifier,84.48,1681
Ada_Boost_Classifier,93.0,1682
Ada_Boost_Classifier,81.49,1683
Ada_Boost_Classifier,91.49,1684
Ada_Boost_Classifier,84.48,1685
Ada_Boost_Classifier,95.3,1686
Ada_Boost_Classifier,84.48,1687
Ada_Boost_Classifier,81.5,1688
Ada_Boost_Classifier,81.49,1689
Ada_Boost_Classifier,78.11,1690
Ada_Boost_Classifier,94.25,1691
Ada_Boost_Classifier,84.48,1692
Ada_Boost_Classifier,95.3,1693
Ada_Boost_Classifier,81.49,1694
Ada_Boost_Classifier,74.27,1695
Ada_Boost_Classifier,81.49,1696
Ada_Boost_Classifier,81.49,1697
Ada_Boost_Classifier,69.8,1698
Ada_Boost_Classifier,84.48,1699
Ada_Boost_Classifier,81.49,1700
Ada_Boost_Classifier,93.0,1701
Ada_Boost_Classifier,91.49,1702
Ada_Boost_Classifier,84.48,1703
Ada_Boost_Classifier,81.49,1704
Ada_Boost_Classifier,81.49,1705
Ada_Boost_Classifier,95.3,1706
Ada_Boost_Classifier,81.49,1707
Ada_Boost_Classifier,74.27,1708
Ada_Boost_Classifier,81.49,1709
Ada_Boost_Classifier,78.11,1710
Ada_Boost_Classifier,93.0,1711
Ada_Boost_Classifier,84.48,1712
Ada_Boost_Classifier,84.48,1713
Ada_Boost_Classifier,81.49,1714
Ada_Boost_Classifier,81.49,1715
Ada_Boost_Classifier,84.48,1716
Ada_Boost_Classifier,81.49,1717
Ada_Boost_Classifier,77.9,1718
Ada_Boost_Classifier,81.49,1719
Ada_Boost_Classifier,95.3,1720
Ada_Boost_Classifier,93.0,1721
Ada_Boost_Classifier,81.49,1722
Ada_Boost_Classifier,74.27,1723
Ada_Boost_Classifier,81.49,1724
Ada_Boost_Classifier,84.48,1725
Ada_Boost_Classifier,95.3,1726
Ada_Boost_Classifier,74.27,1727
Ada_Boost_Classifier,81.49,1728
Ada_Boost_Classifier,81.49,1729
Ada_Boost_Classifier,84.48,1730
Ada_Boost_Classifier,95.3,1731
Ada_Boost_Classifier,84.48,1732
Ada_Boost_Classifier,84.48,1733
Ada_Boost_Classifier,81.49,1734
Ada_Boost_Classifier,77.9,1735
Ada_Boost_Classifier,93.0,1736
Ada_Boost_Classifier,81.49,1737
Ada_Boost_Classifier,74.27,1738
Ada_Boost_Classifier,94.25,1739
Ada_Boost_Classifier,91.49,1740
Ada_Boost_Classifier,91.49,1741
Ada_Boost_Classifier,81.49,1742
Ada_Boost_Classifier,93.0,1743
Ada_Boost_Classifier,81.49,1744
Ada_Boost_Classifier,81.49,1745
Ada_Boost_Classifier,78.11,1746
Ada_Boost_Classifier,74.27,1747
Ada_Boost_Classifier,95.3,1748
Ada_Boost_Classifier,93.0,1749
Ada_Boost_Classifier,74.27,1750
Ada_Boost_Classifier,94.25,1751
Ada_Boost_Classifier,84.48,1752
Ada_Boost_Classifier,74.27,1753
Ada_Boost_Classifier,74.27,1754
Ada_Boost_Classifier,93.0,1755
Ada_Boost_Classifier,84.48,1756
Ada_Boost_Classifier,93.0,1757
Ada_Boost_Classifier,93.0,1758
Ada_Boost_Classifier,81.49,1759
Ada_Boost_Classifier,84.48,1760
Ada_Boost_Classifier,78.11,1761
Ada_Boost_Classifier,81.49,1762
Ada_Boost_Classifier,94.25,1763
Ada_Boost_Classifier,78.11,1764
Ada_Boost_Classifier,84.48,1765
Ada_Boost_Classifier,74.27,1766
Ada_Boost_Classifier,78.11,1767
Ada_Boost_Classifier,93.0,1768
Ada_Boost_Classifier,84.48,1769
Ada_Boost_Classifier,78.11,1770
Ada_Boost_Classifier,69.8,1771
Ada_Boost_Classifier,93.0,1772
Ada_Boost_Classifier,93.0,1773
Ada_Boost_Classifier,81.49,1774
Ada_Boost_Classifier,74.27,1775
Ada_Boost_Classifier,81.49,1776
Ada_Boost_Classifier,74.27,1777
Ada_Boost_Classifier,84.48,1778
Ada_Boost_Classifier,84.48,1779
Ada_Boost_Classifier,78.11,1780
Ada_Boost_Classifier,69.8,1781
Ada_Boost_Classifier,95.3,1782
Ada_Boost_Classifier,81.49,1783
Ada_Boost_Classifier,81.49,1784
Ada_Boost_Classifier,95.3,1785
Ada_Boost_Classifier,84.48,1786
Ada_Boost_Classifier,93.0,1787
Ada_Boost_Classifier,74.27,1788
Ada_Boost_Classifier,81.49,1789
Ada_Boost_Classifier,84.48,1790
Ada_Boost_Classifier,91.49,1791
Ada_Boost_Classifier,74.27,1792
Ada_Boost_Classifier,84.48,1793
Ada_Boost_Classifier,84.48,1794
Ada_Boost_Classifier,84.48,1795
Ada_Boost_Classifier,91.49,1796
Ada_Boost_Classifier,93.0,1797
Ada_Boost_Classifier,91.49,1798
Ada_Boost_Classifier,78.11,1799
Ada_Boost_Classifier,74.27,1800
Ada_Boost_Classifier,81.49,1801
Ada_Boost_Classifier,81.5,1802
Ada_Boost_Classifier,77.9,1803
Ada_Boost_Classifier,84.48,1804
Ada_Boost_Classifier,95.3,1805
Ada_Boost_Classifier,74.27,1806
Ada_Boost_Classifier,93.0,1807
Ada_Boost_Classifier,81.49,1808
Ada_Boost_Classifier,81.49,1809
Ada_Boost_Classifier,84.48,1810
Ada_Boost_Classifier,74.27,1811
Ada_Boost_Classifier,74.27,1812
Ada_Boost_Classifier,78.11,1813
Ada_Boost_Classifier,93.0,1814
Ada_Boost_Classifier,84.48,1815
Ada_Boost_Classifier,74.27,1816
Ada_Boost_Classifier,84.48,1817
Ada_Boost_Classifier,74.27,1818
Ada_Boost_Classifier,93.0,1819
Ada_Boost_Classifier,84.48,1820
Ada_Boost_Classifier,94.25,1821
Ada_Boost_Classifier,84.48,1822
Ada_Boost_Classifier,95.3,1823
Ada_Boost_Classifier,84.48,1824
Ada_Boost_Classifier,91.49,1825
Ada_Boost_Classifier,69.8,1826
Ada_Boost_Classifier,81.49,1827
Ada_Boost_Classifier,84.48,1828
Ada_Boost_Classifier,95.3,1829
Ada_Boost_Classifier,78.11,1830
Ada_Boost_Classifier,78.11,1831
Ada_Boost_Classifier,74.27,1832
Ada_Boost_Classifier,81.49,1833
Ada_Boost_Classifier,84.48,1834
Ada_Boost_Classifier,84.48,1835
Ada_Boost_Classifier,69.8,1836
Ada_Boost_Classifier,94.25,1837
Ada_Boost_Classifier,81.49,1838
Ada_Boost_Classifier,74.27,1839
Ada_Boost_Classifier,93.0,1840
Ada_Boost_Classifier,93.0,1841
Ada_Boost_Classifier,81.49,1842
Ada_Boost_Classifier,74.27,1843
Ada_Boost_Classifier,91.49,1844
Ada_Boost_Classifier,84.48,1845
Ada_Boost_Classifier,81.49,1846
Ada_Boost_Classifier,78.11,1847
Ada_Boost_Classifier,91.49,1848
Ada_Boost_Classifier,84.48,1849
Ada_Boost_Classifier,74.27,1850
Ada_Boost_Classifier,78.11,1851
Ada_Boost_Classifier,81.49,1852
Ada_Boost_Classifier,78.11,1853
Ada_Boost_Classifier,84.48,1854
Ada_Boost_Classifier,93.0,1855
Ada_Boost_Classifier,93.0,1856
Ada_Boost_Classifier,84.48,1857
Ada_Boost_Classifier,78.11,1858
Ada_Boost_Classifier,93.0,1859
Ada_Boost_Classifier,84.48,1860
Ada_Boost_Classifier,93.0,1861
Ada_Boost_Classifier,84.48,1862
Ada_Boost_Classifier,94.25,1863
Ada_Boost_Classifier,81.49,1864
Ada_Boost_Classifier,84.48,1865
Ada_Boost_Classifier,84.48,1866
Ada_Boost_Classifier,81.49,1867
Ada_Boost_Classifier,81.49,1868
Ada_Boost_Classifier,81.49,1869
Ada_Boost_Classifier,94.25,1870
Ada_Boost_Classifier,74.27,1871
Ada_Boost_Classifier,81.5,1872
Ada_Boost_Classifier,78.11,1873
Ada_Boost_Classifier,74.27,1874
Ada_Boost_Classifier,84.48,1875
Ada_Boost_Classifier,95.3,1876
Ada_Boost_Classifier,74.27,1877
Ada_Boost_Classifier,81.49,1878
Ada_Boost_Classifier,91.49,1879
Ada_Boost_Classifier,81.49,1880
Ada_Boost_Classifier,84.48,1881
Ada_Boost_Classifier,84.48,1882
Ada_Boost_Classifier,84.48,1883
Ada_Boost_Classifier,95.3,1884
Ada_Boost_Classifier,93.0,1885
Ada_Boost_Classifier,95.3,1886
Ada_Boost_Classifier,74.27,1887
Ada_Boost_Classifier,78.11,1888
Ada_Boost_Classifier,81.49,1889
Ada_Boost_Classifier,95.3,1890
Ada_Boost_Classifier,78.11,1891
Ada_Boost_Classifier,84.48,1892
Ada_Boost_Classifier,84.48,1893
Ada_Boost_Classifier,81.49,1894
Ada_Boost_Classifier,81.49,1895
Ada_Boost_Classifier,84.48,1896
Ada_Boost_Classifier,84.48,1897
Ada_Boost_Classifier,91.49,1898
Ada_Boost_Classifier,84.48,1899
Ada_Boost_Classifier,74.27,1900
Ada_Boost_Classifier,78.11,1901
Ada_Boost_Classifier,93.0,1902
Ada_Boost_Classifier,91.49,1903
Ada_Boost_Classifier,91.49,1904
Ada_Boost_Classifier,93.0,1905
Ada_Boost_Classifier,93.0,1906
Ada_Boost_Classifier,78.11,1907
Ada_Boost_Classifier,84.48,1908
Ada_Boost_Classifier,95.3,1909
Ada_Boost_Classifier,81.5,1910
Ada_Boost_Classifier,81.49,1911
Ada_Boost_Classifier,81.49,1912
Ada_Boost_Classifier,95.3,1913
Ada_Boost_Classifier,84.48,1914
Ada_Boost_Classifier,81.49,1915
Ada_Boost_Classifier,94.25,1916
Ada_Boost_Classifier,81.5,1917
Ada_Boost_Classifier,81.49,1918
Ada_Boost_Classifier,78.11,1919
Ada_Boost_Classifier,74.27,1920
Ada_Boost_Classifier,93.0,1921
Ada_Boost_Classifier,81.49,1922
Ada_Boost_Classifier,81.49,1923
Ada_Boost_Classifier,93.0,1924
Ada_Boost_Classifier,91.49,1925
Ada_Boost_Classifier,81.49,1926
Ada_Boost_Classifier,93.0,1927
Ada_Boost_Classifier,74.27,1928
Ada_Boost_Classifier,81.49,1929
Ada_Boost_Classifier,81.49,1930
Ada_Boost_Classifier,81.49,1931
Ada_Boost_Classifier,94.25,1932
Ada_Boost_Classifier,84.48,1933
Ada_Boost_Classifier,81.49,1934
Ada_Boost_Classifier,94.32,1935
Ada_Boost_Classifier,69.8,1936
Ada_Boost_Classifier,91.49,1937
Ada_Boost_Classifier,81.49,1938
Ada_Boost_Classifier,81.49,1939
Ada_Boost_Classifier,93.0,1940
Ada_Boost_Classifier,81.49,1941
Ada_Boost_Classifier,81.49,1942
Ada_Boost_Classifier,93.0,1943
Ada_Boost_Classifier,84.48,1944
Ada_Boost_Classifier,84.48,1945
Ada_Boost_Classifier,94.25,1946
Ada_Boost_Classifier,93.0,1947
Ada_Boost_Classifier,78.11,1948
Ada_Boost_Classifier,91.49,1949
Ada_Boost_Classifier,95.3,1950
Ada_Boost_Classifier,84.48,1951
Ada_Boost_Classifier,96.2,1952
Ada_Boost_Classifier,84.48,1953
Ada_Boost_Classifier,81.5,1954
Ada_Boost_Classifier,94.32,1955
Ada_Boost_Classifier,91.48,1956
Ada_Boost_Classifier,74.27,1957
Ada_Boost_Classifier,91.49,1958
Ada_Boost_Classifier,74.27,1959
Ada_Boost_Classifier,81.49,1960
Ada_Boost_Classifier,81.49,1961
Ada_Boost_Classifier,91.49,1962
Ada_Boost_Classifier,84.48,1963
Ada_Boost_Classifier,91.49,1964
Ada_Boost_Classifier,81.49,1965
Ada_Boost_Classifier,94.32,1966
Ada_Boost_Classifier,81.49,1967
Ada_Boost_Classifier,95.3,1968
Ada_Boost_Classifier,74.27,1969
Ada_Boost_Classifier,93.0,1970
Ada_Boost_Classifier,81.49,1971
Ada_Boost_Classifier,81.49,1972
Ada_Boost_Classifier,74.27,1973
Ada_Boost_Classifier,81.49,1974
Ada_Boost_Classifier,84.48,1975
Ada_Boost_Classifier,91.49,1976
Ada_Boost_Classifier,93.0,1977
Ada_Boost_Classifier,91.49,1978
Ada_Boost_Classifier,84.48,1979
Ada_Boost_Classifier,84.48,1980
Ada_Boost_Classifier,84.48,1981
Ada_Boost_Classifier,81.49,1982
Ada_Boost_Classifier,84.48,1983
Ada_Boost_Classifier,84.48,1984
Ada_Boost_Classifier,81.49,1985
Ada_Boost_Classifier,81.49,1986
Ada_Boost_Classifier,95.3,1987
Ada_Boost_Classifier,91.49,1988
Ada_Boost_Classifier,78.11,1989
Ada_Boost_Classifier,78.11,1990
Ada_Boost_Classifier,95.3,1991
Ada_Boost_Classifier,95.3,1992
Ada_Boost_Classifier,81.49,1993
Ada_Boost_Classifier,74.27,1994
Ada_Boost_Classifier,93.0,1995
Ada_Boost_Classifier,94.25,1996
Ada_Boost_Classifier,93.0,1997
Ada_Boost_Classifier,93.0,1998
Ada_Boost_Classifier,81.49,1999
Ada_Boost_Classifier,84.48,2000
Ada_Boost_Classifier,93.0,2001
Ada_Boost_Classifier,81.49,2002
Ada_Boost_Classifier,95.3,2003
Ada_Boost_Classifier,91.49,2004
Ada_Boost_Classifier,74.27,2005
Ada_Boost_Classifier,74.27,2006
Ada_Boost_Classifier,95.3,2007
Ada_Boost_Classifier,77.9,2008
Ada_Boost_Classifier,81.49,2009
Ada_Boost_Classifier,74.27,2010
Ada_Boost_Classifier,93.0,2011
Ada_Boost_Classifier,93.0,2012
Ada_Boost_Classifier,81.49,2013
Ada_Boost_Classifier,95.3,2014
Ada_Boost_Classifier,74.27,2015
Ada_Boost_Classifier,81.49,2016
Ada_Boost_Classifier,91.49,2017
Ada_Boost_Classifier,81.49,2018
Ada_Boost_Classifier,69.8,2019
Ada_Boost_Classifier,84.48,2020
Ada_Boost_Classifier,94.25,2021
Ada_Boost_Classifier,84.48,2022
Ada_Boost_Classifier,84.48,2023
Ada_Boost_Classifier,74.27,2024
Ada_Boost_Classifier,77.9,2025
Ada_Boost_Classifier,74.27,2026
Ada_Boost_Classifier,84.48,2027
Ada_Boost_Classifier,95.3,2028
Ada_Boost_Classifier,93.0,2029
Ada_Boost_Classifier,81.49,2030
Ada_Boost_Classifier,81.49,2031
Ada_Boost_Classifier,81.49,2032
Ada_Boost_Classifier,95.3,2033
Ada_Boost_Classifier,74.27,2034
Ada_Boost_Classifier,95.3,2035
Ada_Boost_Classifier,81.49,2036
Ada_Boost_Classifier,93.0,2037
Ada_Boost_Classifier,84.48,2038
Ada_Boost_Classifier,81.49,2039
Ada_Boost_Classifier,84.48,2040
Ada_Boost_Classifier,84.48,2041
Ada_Boost_Classifier,84.48,2042
Ada_Boost_Classifier,77.9,2043
Ada_Boost_Classifier,81.49,2044
Ada_Boost_Classifier,78.11,2045
Ada_Boost_Classifier,81.49,2046
Ada_Boost_Classifier,74.27,2047
Ada_Boost_Classifier,93.0,2048
Ada_Boost_Classifier,81.49,2049
Ada_Boost_Classifier,91.49,2050
Ada_Boost_Classifier,95.3,2051
Ada_Boost_Classifier,81.49,2052
Ada_Boost_Classifier,78.11,2053
Ada_Boost_Classifier,95.3,2054
Ada_Boost_Classifier,94.25,2055
Ada_Boost_Classifier,93.0,2056
Ada_Boost_Classifier,81.49,2057
Ada_Boost_Classifier,81.49,2058
Ada_Boost_Classifier,81.49,2059
Ada_Boost_Classifier,91.49,2060
Ada_Boost_Classifier,81.49,2061
Ada_Boost_Classifier,95.3,2062
Ada_Boost_Classifier,81.49,2063
Ada_Boost_Classifier,93.0,2064
Ada_Boost_Classifier,81.49,2065
Ada_Boost_Classifier,91.49,2066
Ada_Boost_Classifier,81.49,2067
Ada_Boost_Classifier,84.48,2068
Ada_Boost_Classifier,78.11,2069
Ada_Boost_Classifier,93.0,2070
Ada_Boost_Classifier,81.49,2071
Ada_Boost_Classifier,81.49,2072
Ada_Boost_Classifier,84.48,2073
Ada_Boost_Classifier,93.0,2074
Ada_Boost_Classifier,84.48,2075
Ada_Boost_Classifier,81.49,2076
Ada_Boost_Classifier,93.0,2077
Ada_Boost_Classifier,84.48,2078
Ada_Boost_Classifier,81.49,2079
Ada_Boost_Classifier,81.49,2080
Ada_Boost_Classifier,81.49,2081
Ada_Boost_Classifier,81.49,2082
Ada_Boost_Classifier,84.48,2083
Ada_Boost_Classifier,84.48,2084
Ada_Boost_Classifier,81.49,2085
Ada_Boost_Classifier,95.3,2086
Ada_Boost_Classifier,91.49,2087
Ada_Boost_Classifier,91.49,2088
Ada_Boost_Classifier,91.49,2089
Ada_Boost_Classifier,93.0,2090
Ada_Boost_Classifier,81.49,2091
Ada_Boost_Classifier,84.48,2092
Ada_Boost_Classifier,74.27,2093
Ada_Boost_Classifier,81.49,2094
Ada_Boost_Classifier,81.49,2095
Ada_Boost_Classifier,81.49,2096
Ada_Boost_Classifier,91.49,2097
Ada_Boost_Classifier,81.49,2098
Ada_Boost_Classifier,84.48,2099
Ada_Boost_Classifier,74.27,2100
Ada_Boost_Classifier,93.0,2101
Ada_Boost_Classifier,74.27,2102
Ada_Boost_Classifier,93.0,2103
Ada_Boost_Classifier,81.49,2104
Ada_Boost_Classifier,95.3,2105
Ada_Boost_Classifier,93.0,2106
Ada_Boost_Classifier,81.49,2107
Ada_Boost_Classifier,74.27,2108
Ada_Boost_Classifier,84.48,2109
Ada_Boost_Classifier,84.39,2110
Ada_Boost_Classifier,81.49,2111
Ada_Boost_Classifier,91.49,2112
Ada_Boost_Classifier,81.49,2113
Ada_Boost_Classifier,74.27,2114
Ada_Boost_Classifier,74.27,2115
Ada_Boost_Classifier,81.49,2116
Ada_Boost_Classifier,81.49,2117
Ada_Boost_Classifier,81.49,2118
Ada_Boost_Classifier,74.27,2119
Ada_Boost_Classifier,81.49,2120
Ada_Boost_Classifier,77.9,2121
Ada_Boost_Classifier,78.11,2122
Ada_Boost_Classifier,84.48,2123
Ada_Boost_Classifier,81.49,2124
Ada_Boost_Classifier,94.25,2125
Ada_Boost_Classifier,81.49,2126
Ada_Boost_Classifier,84.48,2127
Ada_Boost_Classifier,95.3,2128
Ada_Boost_Classifier,81.49,2129
Ada_Boost_Classifier,94.25,2130
Ada_Boost_Classifier,81.49,2131
