model,accuracy,time
Ada_Boost_Classifier,81.49,720
Ada_Boost_Classifier,93.0,721
Ada_Boost_Classifier,81.49,722
Ada_Boost_Classifier,81.49,723
Ada_Boost_Classifier,74.27,724
Ada_Boost_Classifier,91.49,725
Ada_Boost_Classifier,81.5,726
Ada_Boost_Classifier,84.48,727
Ada_Boost_Classifier,84.48,728
Ada_Boost_Classifier,81.49,729
Ada_Boost_Classifier,93.0,730
Ada_Boost_Classifier,93.0,731
Ada_Boost_Classifier,93.0,732
Ada_Boost_Classifier,78.11,733
Ada_Boost_Classifier,78.11,734
Ada_Boost_Classifier,84.48,735
Ada_Boost_Classifier,81.49,736
Ada_Boost_Classifier,93.0,737
Ada_Boost_Classifier,77.9,738
Ada_Boost_Classifier,84.48,739
Ada_Boost_Classifier,95.3,740
Ada_Boost_Classifier,95.3,741
Ada_Boost_Classifier,91.49,742
Ada_Boost_Classifier,84.48,743
Ada_Boost_Classifier,81.49,744
Ada_Boost_Classifier,94.25,745
Ada_Boost_Classifier,84.48,746
Ada_Boost_Classifier,81.49,747
Ada_Boost_Classifier,93.0,748
Ada_Boost_Classifier,91.49,749
Ada_Boost_Classifier,78.11,750
Ada_Boost_Classifier,78.11,751
Ada_Boost_Classifier,94.25,752
Ada_Boost_Classifier,81.49,753
Ada_Boost_Classifier,93.0,754
Ada_Boost_Classifier,91.49,755
Ada_Boost_Classifier,93.0,756
Ada_Boost_Classifier,81.49,757
Ada_Boost_Classifier,74.27,758
Ada_Boost_Classifier,94.32,759
Ada_Boost_Classifier,93.0,760
Ada_Boost_Classifier,81.49,761
Ada_Boost_Classifier,77.9,762
Ada_Boost_Classifier,93.0,763
Ada_Boost_Classifier,74.27,764
Ada_Boost_Classifier,93.0,765
Ada_Boost_Classifier,94.25,766
Ada_Boost_Classifier,81.49,767
Ada_Boost_Classifier,74.27,768
Ada_Boost_Classifier,84.48,769
Ada_Boost_Classifier,91.49,770
Ada_Boost_Classifier,93.0,771
Ada_Boost_Classifier,91.49,772
Ada_Boost_Classifier,84.48,773
Ada_Boost_Classifier,84.48,774
Ada_Boost_Classifier,74.27,775
Ada_Boost_Classifier,84.48,776
Ada_Boost_Classifier,84.48,777
Ada_Boost_Classifier,84.48,778
Ada_Boost_Classifier,81.49,779
Ada_Boost_Classifier,94.25,780
Ada_Boost_Classifier,93.0,781
Ada_Boost_Classifier,94.25,782
Ada_Boost_Classifier,91.49,783
Ada_Boost_Classifier,81.49,784
Ada_Boost_Classifier,74.27,785
Ada_Boost_Classifier,74.27,786
Ada_Boost_Classifier,93.0,787
Ada_Boost_Classifier,93.0,788
Ada_Boost_Classifier,77.9,789
Ada_Boost_Classifier,93.0,790
Ada_Boost_Classifier,84.48,791
Ada_Boost_Classifier,91.49,792
Ada_Boost_Classifier,81.49,793
Ada_Boost_Classifier,81.49,794
Ada_Boost_Classifier,74.27,795
Ada_Boost_Classifier,81.49,796
Ada_Boost_Classifier,81.49,797
Ada_Boost_Classifier,78.11,798
Ada_Boost_Classifier,93.0,799
Ada_Boost_Classifier,81.49,800
Ada_Boost_Classifier,93.0,801
Ada_Boost_Classifier,84.48,802
Ada_Boost_Classifier,84.48,803
Ada_Boost_Classifier,78.11,804
Ada_Boost_Classifier,84.48,805
Ada_Boost_Classifier,81.49,806
Ada_Boost_Classifier,91.49,807
Ada_Boost_Classifier,93.0,808
Ada_Boost_Classifier,81.49,809
Ada_Boost_Classifier,81.49,810
Ada_Boost_Classifier,74.27,811
Ada_Boost_Classifier,81.49,812
Ada_Boost_Classifier,81.49,813
Ada_Boost_Classifier,84.48,814
Ada_Boost_Classifier,91.48,815
Ada_Boost_Classifier,91.49,816
Ada_Boost_Classifier,91.49,817
Ada_Boost_Classifier,81.49,818
Ada_Boost_Classifier,95.3,819
Ada_Boost_Classifier,81.49,820
Ada_Boost_Classifier,93.0,821
Ada_Boost_Classifier,81.49,822
Ada_Boost_Classifier,78.11,823
Ada_Boost_Classifier,81.49,824
Ada_Boost_Classifier,81.49,825
Ada_Boost_Classifier,78.11,826
Ada_Boost_Classifier,95.3,827
Ada_Boost_Classifier,81.49,828
Ada_Boost_Classifier,78.11,829
Ada_Boost_Classifier,95.3,830
Ada_Boost_Classifier,95.3,831
Ada_Boost_Classifier,81.49,832
Ada_Boost_Classifier,93.0,833
Ada_Boost_Classifier,93.0,834
Ada_Boost_Classifier,81.49,835
Ada_Boost_Classifier,74.27,836
Ada_Boost_Classifier,81.49,837
Ada_Boost_Classifier,84.48,838
Ada_Boost_Classifier,74.27,839
Ada_Boost_Classifier,84.48,840
Ada_Boost_Classifier,81.49,841
Ada_Boost_Classifier,78.11,842
Ada_Boost_Classifier,95.3,843
Ada_Boost_Classifier,84.48,844
Ada_Boost_Classifier,78.11,845
Ada_Boost_Classifier,78.11,846
Ada_Boost_Classifier,78.11,847
Ada_Boost_Classifier,84.48,848
Ada_Boost_Classifier,84.48,849
Ada_Boost_Classifier,91.49,850
Ada_Boost_Classifier,81.49,851
Ada_Boost_Classifier,81.49,852
Ada_Boost_Classifier,81.49,853
Ada_Boost_Classifier,91.49,854
Ada_Boost_Classifier,74.27,855
Ada_Boost_Classifier,78.11,856
Ada_Boost_Classifier,81.49,857
Ada_Boost_Classifier,81.49,858
Ada_Boost_Classifier,74.27,859
Ada_Boost_Classifier,81.49,860
Ada_Boost_Classifier,74.27,861
Ada_Boost_Classifier,81.49,862
Ada_Boost_Classifier,81.49,863
Ada_Boost_Classifier,95.3,864
Ada_Boost_Classifier,74.27,865
Ada_Boost_Classifier,74.27,866
Ada_Boost_Classifier,81.49,867
Ada_Boost_Classifier,84.48,868
Ada_Boost_Classifier,84.48,869
Ada_Boost_Classifier,84.48,870
Ada_Boost_Classifier,69.8,871
Ada_Boost_Classifier,81.49,872
Ada_Boost_Classifier,81.49,873
Ada_Boost_Classifier,95.3,874
Ada_Boost_Classifier,81.49,875
Ada_Boost_Classifier,81.49,876
Ada_Boost_Classifier,81.49,877
Ada_Boost_Classifier,95.3,878
Ada_Boost_Classifier,81.49,879
Ada_Boost_Classifier,74.27,880
Ada_Boost_Classifier,84.48,881
Ada_Boost_Classifier,84.48,882
Ada_Boost_Classifier,84.48,883
Ada_Boost_Classifier,81.49,884
Ada_Boost_Classifier,74.27,885
Ada_Boost_Classifier,74.27,886
Ada_Boost_Classifier,74.27,887
Ada_Boost_Classifier,84.48,888
Ada_Boost_Classifier,81.49,889
Ada_Boost_Classifier,84.48,890
Ada_Boost_Classifier,84.48,891
Ada_Boost_Classifier,94.25,892
Ada_Boost_Classifier,84.48,893
Ada_Boost_Classifier,93.0,894
Ada_Boost_Classifier,74.27,895
Ada_Boost_Classifier,78.11,896
Ada_Boost_Classifier,84.48,897
Ada_Boost_Classifier,93.0,898
Ada_Boost_Classifier,78.11,899
Ada_Boost_Classifier,84.48,900
Ada_Boost_Classifier,95.3,901
Ada_Boost_Classifier,84.48,902
Ada_Boost_Classifier,81.49,903
Ada_Boost_Classifier,81.49,904
Ada_Boost_Classifier,81.49,905
Ada_Boost_Classifier,81.49,906
Ada_Boost_Classifier,74.27,907
Ada_Boost_Classifier,81.49,908
Ada_Boost_Classifier,74.27,909
Ada_Boost_Classifier,84.48,910
Ada_Boost_Classifier,93.0,911
Ada_Boost_Classifier,74.27,912
Ada_Boost_Classifier,81.49,913
Ada_Boost_Classifier,69.8,914
Ada_Boost_Classifier,91.49,915
Ada_Boost_Classifier,84.48,916
Ada_Boost_Classifier,91.49,917
Ada_Boost_Classifier,84.48,918
Ada_Boost_Classifier,91.49,919
Ada_Boost_Classifier,84.48,920
Ada_Boost_Classifier,77.9,921
Ada_Boost_Classifier,95.3,922
Ada_Boost_Classifier,93.0,923
Ada_Boost_Classifier,74.27,924
Ada_Boost_Classifier,74.27,925
Ada_Boost_Classifier,81.49,926
Ada_Boost_Classifier,94.32,927
Ada_Boost_Classifier,78.11,928
Ada_Boost_Classifier,84.48,929
Ada_Boost_Classifier,93.0,930
Ada_Boost_Classifier,78.11,931
Ada_Boost_Classifier,95.3,932
Ada_Boost_Classifier,81.49,933
Ada_Boost_Classifier,93.0,934
Ada_Boost_Classifier,84.48,935
Ada_Boost_Classifier,94.25,936
Ada_Boost_Classifier,81.49,937
Ada_Boost_Classifier,81.49,938
Ada_Boost_Classifier,74.27,939
Ada_Boost_Classifier,81.49,940
Ada_Boost_Classifier,81.49,941
Ada_Boost_Classifier,94.25,942
Ada_Boost_Classifier,81.49,943
Ada_Boost_Classifier,81.49,944
Ada_Boost_Classifier,81.49,945
Ada_Boost_Classifier,74.27,946
Ada_Boost_Classifier,81.49,947
Ada_Boost_Classifier,81.49,948
Ada_Boost_Classifier,81.49,949
Ada_Boost_Classifier,84.48,950
Ada_Boost_Classifier,84.48,951
Ada_Boost_Classifier,91.49,952
Ada_Boost_Classifier,93.0,953
Ada_Boost_Classifier,81.49,954
Ada_Boost_Classifier,81.49,955
Ada_Boost_Classifier,84.48,956
Ada_Boost_Classifier,74.27,957
Ada_Boost_Classifier,78.11,958
Ada_Boost_Classifier,93.0,959
Ada_Boost_Classifier,81.49,960
Ada_Boost_Classifier,91.49,961
Ada_Boost_Classifier,78.11,962
Ada_Boost_Classifier,95.3,963
Ada_Boost_Classifier,74.27,964
Ada_Boost_Classifier,81.5,965
Ada_Boost_Classifier,81.5,966
Ada_Boost_Classifier,81.49,967
Ada_Boost_Classifier,93.0,968
Ada_Boost_Classifier,84.48,969
Ada_Boost_Classifier,84.48,970
Ada_Boost_Classifier,84.48,971
Ada_Boost_Classifier,93.0,972
Ada_Boost_Classifier,91.49,973
Ada_Boost_Classifier,93.0,974
Ada_Boost_Classifier,78.11,975
Ada_Boost_Classifier,74.27,976
Ada_Boost_Classifier,74.27,977
Ada_Boost_Classifier,81.5,978
Ada_Boost_Classifier,81.49,979
Ada_Boost_Classifier,84.48,980
Ada_Boost_Classifier,81.49,981
Ada_Boost_Classifier,74.27,982
Ada_Boost_Classifier,81.49,983
Ada_Boost_Classifier,84.48,984
Ada_Boost_Classifier,93.0,985
Ada_Boost_Classifier,81.49,986
Ada_Boost_Classifier,78.11,987
Ada_Boost_Classifier,91.49,988
Ada_Boost_Classifier,93.0,989
Ada_Boost_Classifier,81.49,990
Ada_Boost_Classifier,81.49,991
Ada_Boost_Classifier,74.27,992
Ada_Boost_Classifier,93.0,993
Ada_Boost_Classifier,81.49,994
Ada_Boost_Classifier,91.49,995
Ada_Boost_Classifier,84.48,996
Ada_Boost_Classifier,81.49,997
Ada_Boost_Classifier,81.49,998
Ada_Boost_Classifier,91.49,999
Ada_Boost_Classifier,91.49,1000
Ada_Boost_Classifier,81.49,1001
Ada_Boost_Classifier,74.27,1002
Ada_Boost_Classifier,74.27,1003
Ada_Boost_Classifier,93.0,1004
Ada_Boost_Classifier,93.0,1005
Ada_Boost_Classifier,93.0,1006
Ada_Boost_Classifier,78.11,1007
Ada_Boost_Classifier,77.91,1008
Ada_Boost_Classifier,81.49,1009
Ada_Boost_Classifier,81.49,1010
Ada_Boost_Classifier,93.0,1011
Ada_Boost_Classifier,84.48,1012
Ada_Boost_Classifier,74.27,1013
Ada_Boost_Classifier,93.0,1014
Ada_Boost_Classifier,78.11,1015
Ada_Boost_Classifier,81.49,1016
Ada_Boost_Classifier,93.0,1017
Ada_Boost_Classifier,74.27,1018
Ada_Boost_Classifier,93.0,1019
Ada_Boost_Classifier,81.5,1020
Ada_Boost_Classifier,95.3,1021
Ada_Boost_Classifier,81.49,1022
Ada_Boost_Classifier,81.49,1023
Ada_Boost_Classifier,78.11,1024
Ada_Boost_Classifier,93.0,1025
Ada_Boost_Classifier,81.49,1026
Ada_Boost_Classifier,95.3,1027
Ada_Boost_Classifier,78.11,1028
Ada_Boost_Classifier,81.49,1029
Ada_Boost_Classifier,84.48,1030
Ada_Boost_Classifier,81.49,1031
Ada_Boost_Classifier,81.49,1032
Ada_Boost_Classifier,94.25,1033
Ada_Boost_Classifier,94.32,1034
Ada_Boost_Classifier,94.25,1035
Ada_Boost_Classifier,84.48,1036
Ada_Boost_Classifier,78.11,1037
Ada_Boost_Classifier,81.49,1038
Ada_Boost_Classifier,93.0,1039
Ada_Boost_Classifier,81.49,1040
Ada_Boost_Classifier,93.0,1041
Ada_Boost_Classifier,84.48,1042
Ada_Boost_Classifier,74.27,1043
Ada_Boost_Classifier,81.49,1044
Ada_Boost_Classifier,81.49,1045
Ada_Boost_Classifier,84.48,1046
Ada_Boost_Classifier,74.27,1047
Ada_Boost_Classifier,81.49,1048
Ada_Boost_Classifier,84.48,1049
Ada_Boost_Classifier,84.48,1050
Ada_Boost_Classifier,74.27,1051
Ada_Boost_Classifier,81.49,1052
Ada_Boost_Classifier,78.11,1053
Ada_Boost_Classifier,81.49,1054
Ada_Boost_Classifier,81.49,1055
Ada_Boost_Classifier,74.27,1056
Ada_Boost_Classifier,81.49,1057
Ada_Boost_Classifier,81.49,1058
Ada_Boost_Classifier,84.48,1059
Ada_Boost_Classifier,78.11,1060
Ada_Boost_Classifier,91.48,1061
Ada_Boost_Classifier,78.11,1062
Ada_Boost_Classifier,84.48,1063
Ada_Boost_Classifier,84.48,1064
Ada_Boost_Classifier,81.49,1065
Ada_Boost_Classifier,81.49,1066
Ada_Boost_Classifier,84.48,1067
Ada_Boost_Classifier,84.48,1068
Ada_Boost_Classifier,93.0,1069
Ada_Boost_Classifier,84.48,1070
Ada_Boost_Classifier,93.0,1071
Ada_Boost_Classifier,74.27,1072
Ada_Boost_Classifier,84.48,1073
Ada_Boost_Classifier,78.11,1074
Ada_Boost_Classifier,81.49,1075
Ada_Boost_Classifier,81.49,1076
Ada_Boost_Classifier,91.49,1077
Ada_Boost_Classifier,93.0,1078
Ada_Boost_Classifier,93.0,1079
Ada_Boost_Classifier,91.49,1080
Ada_Boost_Classifier,81.49,1081
Ada_Boost_Classifier,91.49,1082
Ada_Boost_Classifier,93.0,1083
Ada_Boost_Classifier,84.48,1084
Ada_Boost_Classifier,74.27,1085
Ada_Boost_Classifier,81.49,1086
Ada_Boost_Classifier,81.49,1087
Ada_Boost_Classifier,74.27,1088
Ada_Boost_Classifier,94.25,1089
Ada_Boost_Classifier,74.27,1090
Ada_Boost_Classifier,91.49,1091
Ada_Boost_Classifier,81.49,1092
Ada_Boost_Classifier,84.48,1093
Ada_Boost_Classifier,74.27,1094
Ada_Boost_Classifier,84.48,1095
Ada_Boost_Classifier,91.49,1096
Ada_Boost_Classifier,91.49,1097
Ada_Boost_Classifier,95.3,1098
Ada_Boost_Classifier,81.49,1099
Ada_Boost_Classifier,91.48,1100
Ada_Boost_Classifier,93.0,1101
Ada_Boost_Classifier,81.49,1102
Ada_Boost_Classifier,81.49,1103
Ada_Boost_Classifier,81.49,1104
Ada_Boost_Classifier,78.11,1105
Ada_Boost_Classifier,95.3,1106
Ada_Boost_Classifier,74.27,1107
Ada_Boost_Classifier,81.49,1108
Ada_Boost_Classifier,81.49,1109
Ada_Boost_Classifier,93.0,1110
Ada_Boost_Classifier,81.49,1111
Ada_Boost_Classifier,81.49,1112
Ada_Boost_Classifier,81.49,1113
Ada_Boost_Classifier,91.49,1114
Ada_Boost_Classifier,81.49,1115
Ada_Boost_Classifier,78.11,1116
Ada_Boost_Classifier,84.48,1117
Ada_Boost_Classifier,74.27,1118
Ada_Boost_Classifier,78.11,1119
Ada_Boost_Classifier,91.49,1120
Ada_Boost_Classifier,95.3,1121
Ada_Boost_Classifier,81.49,1122
Ada_Boost_Classifier,95.3,1123
Ada_Boost_Classifier,81.5,1124
Ada_Boost_Classifier,84.48,1125
Ada_Boost_Classifier,84.48,1126
Ada_Boost_Classifier,94.25,1127
Ada_Boost_Classifier,93.0,1128
Ada_Boost_Classifier,78.11,1129
Ada_Boost_Classifier,81.5,1130
Ada_Boost_Classifier,91.49,1131
Ada_Boost_Classifier,84.48,1132
Ada_Boost_Classifier,81.49,1133
Ada_Boost_Classifier,84.48,1134
Ada_Boost_Classifier,81.49,1135
Ada_Boost_Classifier,84.48,1136
Ada_Boost_Classifier,91.49,1137
Ada_Boost_Classifier,94.25,1138
Ada_Boost_Classifier,81.49,1139
Ada_Boost_Classifier,81.49,1140
Ada_Boost_Classifier,81.49,1141
Ada_Boost_Classifier,81.5,1142
Ada_Boost_Classifier,91.49,1143
Ada_Boost_Classifier,93.0,1144
Ada_Boost_Classifier,91.49,1145
Ada_Boost_Classifier,93.0,1146
Ada_Boost_Classifier,81.49,1147
Ada_Boost_Classifier,74.27,1148
Ada_Boost_Classifier,84.48,1149
Ada_Boost_Classifier,81.5,1150
Ada_Boost_Classifier,81.49,1151
Ada_Boost_Classifier,81.5,1152
Ada_Boost_Classifier,81.49,1153
Ada_Boost_Classifier,84.48,1154
Ada_Boost_Classifier,74.27,1155
Ada_Boost_Classifier,93.0,1156
Ada_Boost_Classifier,81.49,1157
Ada_Boost_Classifier,74.27,1158
Ada_Boost_Classifier,74.27,1159
Ada_Boost_Classifier,93.0,1160
Ada_Boost_Classifier,84.48,1161
Ada_Boost_Classifier,93.0,1162
Ada_Boost_Classifier,74.27,1163
Ada_Boost_Classifier,93.0,1164
Ada_Boost_Classifier,81.5,1165
Ada_Boost_Classifier,84.48,1166
Ada_Boost_Classifier,84.48,1167
Ada_Boost_Classifier,77.9,1168
Ada_Boost_Classifier,81.49,1169
Ada_Boost_Classifier,81.49,1170
Ada_Boost_Classifier,74.27,1171
Ada_Boost_Classifier,84.48,1172
Ada_Boost_Classifier,81.49,1173
Ada_Boost_Classifier,93.0,1174
Ada_Boost_Classifier,84.48,1175
Ada_Boost_Classifier,93.0,1176
Ada_Boost_Classifier,81.49,1177
Ada_Boost_Classifier,91.49,1178
Ada_Boost_Classifier,81.49,1179
Ada_Boost_Classifier,81.49,1180
Ada_Boost_Classifier,78.11,1181
Ada_Boost_Classifier,84.48,1182
Ada_Boost_Classifier,93.0,1183
Ada_Boost_Classifier,81.49,1184
Ada_Boost_Classifier,74.27,1185
Ada_Boost_Classifier,84.48,1186
Ada_Boost_Classifier,81.49,1187
Ada_Boost_Classifier,81.49,1188
Ada_Boost_Classifier,74.27,1189
Ada_Boost_Classifier,81.49,1190
Ada_Boost_Classifier,77.9,1191
Ada_Boost_Classifier,81.49,1192
Ada_Boost_Classifier,81.49,1193
Ada_Boost_Classifier,81.49,1194
Ada_Boost_Classifier,74.27,1195
Ada_Boost_Classifier,74.27,1196
Ada_Boost_Classifier,84.48,1197
Ada_Boost_Classifier,74.27,1198
Ada_Boost_Classifier,84.48,1199
Ada_Boost_Classifier,84.48,1200
Ada_Boost_Classifier,84.48,1201
Ada_Boost_Classifier,81.49,1202
Ada_Boost_Classifier,93.0,1203
Ada_Boost_Classifier,91.49,1204
Ada_Boost_Classifier,93.0,1205
Ada_Boost_Classifier,78.11,1206
Ada_Boost_Classifier,84.48,1207
Ada_Boost_Classifier,81.49,1208
Ada_Boost_Classifier,93.0,1209
Ada_Boost_Classifier,74.27,1210
Ada_Boost_Classifier,78.11,1211
Ada_Boost_Classifier,91.48,1212
Ada_Boost_Classifier,91.49,1213
Ada_Boost_Classifier,81.5,1214
Ada_Boost_Classifier,84.48,1215
Ada_Boost_Classifier,84.48,1216
Ada_Boost_Classifier,81.49,1217
Ada_Boost_Classifier,93.0,1218
Ada_Boost_Classifier,74.27,1219
Ada_Boost_Classifier,81.49,1220
Ada_Boost_Classifier,78.11,1221
Ada_Boost_Classifier,84.48,1222
Ada_Boost_Classifier,84.48,1223
Ada_Boost_Classifier,93.0,1224
Ada_Boost_Classifier,93.0,1225
Ada_Boost_Classifier,84.48,1226
Ada_Boost_Classifier,86.47,1227
Ada_Boost_Classifier,91.49,1228
Ada_Boost_Classifier,81.49,1229
Ada_Boost_Classifier,74.27,1230
Ada_Boost_Classifier,81.49,1231
Ada_Boost_Classifier,81.49,1232
Ada_Boost_Classifier,91.49,1233
Ada_Boost_Classifier,95.3,1234
Ada_Boost_Classifier,81.49,1235
Ada_Boost_Classifier,91.49,1236
Ada_Boost_Classifier,84.48,1237
Ada_Boost_Classifier,77.9,1238
Ada_Boost_Classifier,93.0,1239
Ada_Boost_Classifier,91.49,1240
Ada_Boost_Classifier,84.48,1241
Ada_Boost_Classifier,84.48,1242
Ada_Boost_Classifier,84.48,1243
Ada_Boost_Classifier,81.49,1244
Ada_Boost_Classifier,94.25,1245
Ada_Boost_Classifier,74.27,1246
Ada_Boost_Classifier,84.48,1247
Ada_Boost_Classifier,95.66,1248
Ada_Boost_Classifier,81.49,1249
Ada_Boost_Classifier,84.48,1250
Ada_Boost_Classifier,81.49,1251
Ada_Boost_Classifier,94.25,1252
Ada_Boost_Classifier,91.49,1253
Ada_Boost_Classifier,93.0,1254
Ada_Boost_Classifier,81.49,1255
Ada_Boost_Classifier,74.27,1256
Ada_Boost_Classifier,84.48,1257
Ada_Boost_Classifier,81.49,1258
Ada_Boost_Classifier,81.49,1259
Ada_Boost_Classifier,91.49,1260
Ada_Boost_Classifier,81.49,1261
Ada_Boost_Classifier,93.0,1262
Ada_Boost_Classifier,81.49,1263
Ada_Boost_Classifier,93.0,1264
Ada_Boost_Classifier,84.48,1265
Ada_Boost_Classifier,95.3,1266
Ada_Boost_Classifier,84.48,1267
Ada_Boost_Classifier,93.0,1268
Ada_Boost_Classifier,84.48,1269
Ada_Boost_Classifier,74.27,1270
Ada_Boost_Classifier,81.49,1271
Ada_Boost_Classifier,74.27,1272
Ada_Boost_Classifier,81.49,1273
Ada_Boost_Classifier,78.11,1274
Ada_Boost_Classifier,84.48,1275
Ada_Boost_Classifier,81.49,1276
Ada_Boost_Classifier,84.48,1277
Ada_Boost_Classifier,91.49,1278
Ada_Boost_Classifier,81.49,1279
Ada_Boost_Classifier,93.0,1280
Ada_Boost_Classifier,81.49,1281
Ada_Boost_Classifier,74.27,1282
Ada_Boost_Classifier,93.0,1283
Ada_Boost_Classifier,81.49,1284
Ada_Boost_Classifier,78.11,1285
Ada_Boost_Classifier,84.48,1286
Ada_Boost_Classifier,84.48,1287
Ada_Boost_Classifier,84.48,1288
Ada_Boost_Classifier,84.48,1289
Ada_Boost_Classifier,81.49,1290
Ada_Boost_Classifier,78.11,1291
Ada_Boost_Classifier,84.48,1292
Ada_Boost_Classifier,81.49,1293
Ada_Boost_Classifier,81.49,1294
Ada_Boost_Classifier,81.49,1295
Ada_Boost_Classifier,74.27,1296
Ada_Boost_Classifier,81.5,1297
Ada_Boost_Classifier,93.0,1298
Ada_Boost_Classifier,93.0,1299
Ada_Boost_Classifier,77.9,1300
Ada_Boost_Classifier,81.49,1301
Ada_Boost_Classifier,81.49,1302
Ada_Boost_Classifier,74.27,1303
Ada_Boost_Classifier,81.49,1304
Ada_Boost_Classifier,84.48,1305
Ada_Boost_Classifier,78.11,1306
Ada_Boost_Classifier,78.11,1307
Ada_Boost_Classifier,74.27,1308
Ada_Boost_Classifier,78.11,1309
Ada_Boost_Classifier,81.49,1310
Ada_Boost_Classifier,78.11,1311
Ada_Boost_Classifier,84.48,1312
Ada_Boost_Classifier,81.49,1313
Ada_Boost_Classifier,95.3,1314
Ada_Boost_Classifier,74.27,1315
Ada_Boost_Classifier,81.49,1316
Ada_Boost_Classifier,84.48,1317
Ada_Boost_Classifier,78.11,1318
Ada_Boost_Classifier,78.11,1319
Ada_Boost_Classifier,81.49,1320
Ada_Boost_Classifier,81.49,1321
Ada_Boost_Classifier,78.11,1322
Ada_Boost_Classifier,74.27,1323
Ada_Boost_Classifier,94.25,1324
Ada_Boost_Classifier,78.11,1325
Ada_Boost_Classifier,91.49,1326
Ada_Boost_Classifier,77.9,1327
Ada_Boost_Classifier,81.49,1328
Ada_Boost_Classifier,74.27,1329
Ada_Boost_Classifier,95.3,1330
Ada_Boost_Classifier,84.48,1331
Ada_Boost_Classifier,91.49,1332
Ada_Boost_Classifier,81.49,1333
Ada_Boost_Classifier,94.32,1334
Ada_Boost_Classifier,91.49,1335
Ada_Boost_Classifier,81.49,1336
Ada_Boost_Classifier,81.49,1337
Ada_Boost_Classifier,81.49,1338
Ada_Boost_Classifier,78.11,1339
Ada_Boost_Classifier,78.11,1340
Ada_Boost_Classifier,93.0,1341
Ada_Boost_Classifier,93.0,1342
Ada_Boost_Classifier,81.49,1343
Ada_Boost_Classifier,93.0,1344
Ada_Boost_Classifier,81.49,1345
Ada_Boost_Classifier,84.48,1346
Ada_Boost_Classifier,81.49,1347
Ada_Boost_Classifier,84.48,1348
Ada_Boost_Classifier,81.49,1349
Ada_Boost_Classifier,78.11,1350
Ada_Boost_Classifier,81.49,1351
Ada_Boost_Classifier,93.0,1352
Ada_Boost_Classifier,81.49,1353
Ada_Boost_Classifier,84.48,1354
Ada_Boost_Classifier,95.3,1355
Ada_Boost_Classifier,93.0,1356
Ada_Boost_Classifier,84.48,1357
Ada_Boost_Classifier,84.48,1358
Ada_Boost_Classifier,95.3,1359
Ada_Boost_Classifier,81.49,1360
Ada_Boost_Classifier,94.25,1361
Ada_Boost_Classifier,84.48,1362
Ada_Boost_Classifier,93.0,1363
Ada_Boost_Classifier,74.27,1364
Ada_Boost_Classifier,81.49,1365
Ada_Boost_Classifier,81.49,1366
Ada_Boost_Classifier,91.49,1367
Ada_Boost_Classifier,78.11,1368
Ada_Boost_Classifier,81.49,1369
Ada_Boost_Classifier,81.49,1370
Ada_Boost_Classifier,91.49,1371
Ada_Boost_Classifier,81.49,1372
Ada_Boost_Classifier,93.0,1373
Ada_Boost_Classifier,84.48,1374
Ada_Boost_Classifier,91.49,1375
Ada_Boost_Classifier,84.48,1376
Ada_Boost_Classifier,81.49,1377
Ada_Boost_Classifier,81.49,1378
Ada_Boost_Classifier,84.48,1379
Ada_Boost_Classifier,81.5,1380
Ada_Boost_Classifier,84.48,1381
Ada_Boost_Classifier,84.48,1382
Ada_Boost_Classifier,91.49,1383
Ada_Boost_Classifier,74.27,1384
Ada_Boost_Classifier,81.49,1385
Ada_Boost_Classifier,91.49,1386
Ada_Boost_Classifier,78.11,1387
Ada_Boost_Classifier,81.49,1388
Ada_Boost_Classifier,81.49,1389
Ada_Boost_Classifier,81.49,1390
Ada_Boost_Classifier,84.48,1391
Ada_Boost_Classifier,74.27,1392
Ada_Boost_Classifier,93.0,1393
Ada_Boost_Classifier,81.49,1394
Ada_Boost_Classifier,84.48,1395
Ada_Boost_Classifier,93.0,1396
Ada_Boost_Classifier,84.48,1397
Ada_Boost_Classifier,84.48,1398
Ada_Boost_Classifier,95.3,1399
Ada_Boost_Classifier,91.49,1400
Ada_Boost_Classifier,81.49,1401
Ada_Boost_Classifier,81.49,1402
Ada_Boost_Classifier,78.11,1403
Ada_Boost_Classifier,74.27,1404
Ada_Boost_Classifier,74.27,1405
Ada_Boost_Classifier,74.27,1406
Ada_Boost_Classifier,84.48,1407
Ada_Boost_Classifier,81.49,1408
Ada_Boost_Classifier,74.27,1409
Ada_Boost_Classifier,95.3,1410
Ada_Boost_Classifier,91.49,1411
Ada_Boost_Classifier,84.48,1412
Ada_Boost_Classifier,74.27,1413
Ada_Boost_Classifier,93.0,1414
Ada_Boost_Classifier,78.11,1415
Ada_Boost_Classifier,93.0,1416
Ada_Boost_Classifier,81.49,1417
Ada_Boost_Classifier,93.0,1418
Ada_Boost_Classifier,93.0,1419
Ada_Boost_Classifier,81.5,1420
Ada_Boost_Classifier,84.48,1421
Ada_Boost_Classifier,81.49,1422
Ada_Boost_Classifier,81.5,1423
Ada_Boost_Classifier,84.48,1424
Ada_Boost_Classifier,78.11,1425
Ada_Boost_Classifier,74.27,1426
Ada_Boost_Classifier,94.25,1427
Ada_Boost_Classifier,81.49,1428
Ada_Boost_Classifier,84.48,1429
Ada_Boost_Classifier,74.27,1430
Ada_Boost_Classifier,84.48,1431
Ada_Boost_Classifier,81.49,1432
